	protein_match	strain_name	accession	taxon	DNA_type	DNA_topolgy	DNA_length	protein_id	location	product	pident	evalue	qcov
1709	Tap	NBC_01762	CP109122	['Streptomyces sp. NBC 01762']	chromosome	linear	9829227	PRJNA747871:OIE61_40805	[9076090:9078295](+)	['helix-turn-helix domain-containing protein']	51.842	0.0	99
1710	Tap	NBC_01650	CP109260	['Streptomyces sp. NBC 01650']	plasmid	linear	170365	PRJNA747871:OH736_45825	[150873:152994](+)	['helix-turn-helix domain-containing protein']	51.892	0.0	99
1711	Tap	NBC_01527	CP109395	['Streptomyces sp. NBC_01527']	chromosome	linear	9298856	PRJNA747871:OG612_37280	[8333297:8335502](+)	['helix-turn-helix domain-containing protein']	51.226	0.0	99
1712	Tap	NBC_00259	CP108080	['Streptomyces sp. NBC_00259']	chromosome	linear	8164743	PRJNA747871:OG766_35350	[7893330:7895451](+)	['helix-turn-helix domain-containing protein']	61.897	0.0	78
1713	Tap	NBC_01556	CP109368	['Streptomyces anulatus']	chromosome	linear	8425047	PRJNA747871:OH828_00530	[115493:117662](-)	['helix-turn-helix domain-containing protein']	50.262	0.0	99
1714	Tap	NBC_01414	CP109522	['Streptomyces anulatus']	chromosome	linear	8573618	PRJNA747871:OIF37_00095	[17849:20018](-)	['helix-turn-helix domain-containing protein']	50.262	0.0	99
1715	Tap	NBC_01589	CP109333	['Streptomyces sp. NBC 01589']	chromosome	linear	10719239	PRJNA747871:OHA59_43160	[9379119:9381342](+)	['helix-turn-helix domain-containing protein']	51.499	0.0	99
1716	Tap	NBC_00303	CP108036	['Streptomyces erythrochromogenes']	chromosome	linear	8498532	PRJNA747871:OHA91_35875	[7817293:7819369](+)	['helix-turn-helix transcriptional regulator']	53.217	0.0	100
1717	Tap	NBC_00105	CP108214	['Streptomyces sp. NBC_00105']	plasmid	linear	123711	PRJNA747871:OG454_43980	[10676:12764](+)	['helix-turn-helix domain-containing protein']	50.474	0.0	99
1718	Tap	NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	linear	9538619	PRJNA747871:OG454_43895	[9525855:9527943](-)	['helix-turn-helix domain-containing protein']	50.474	0.0	99
1719	Tap	NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	linear	9538619	PRJNA747871:OG454_00045	[10676:12764](+)	['helix-turn-helix domain-containing protein']	50.474	0.0	99
1720	Tap	NBC_01475	CP109447	['Streptomyces canus']	chromosome	linear	10864631	PRJNA747871:OG354_48890	[10851429:10853529](-)	['helix-turn-helix domain-containing protein']	51.691	0.0	99
1721	Tap	NBC_01475	CP109447	['Streptomyces canus']	chromosome	linear	10864631	PRJNA747871:OG354_00040	[11102:13202](+)	['helix-turn-helix domain-containing protein']	51.691	0.0	99
1722	Tap	NBC_01335	CP108371	['Streptomyces sp. NBC_01335']	plasmid	linear	106933	PRJNA747871:OG599_34585	[13994:16190](-)	['helix-turn-helix domain-containing protein']	58.234	0.0	78
1723	Tap	NBC_01002	CP108710	['Streptomyces canus']	plasmid	linear	388376	PRJNA747871:OG426_54400	[3013:5113](+)	['helix-turn-helix domain-containing protein']	51.691	0.0	99
1724	Tap	NBC_01002	CP108709	['Streptomyces canus']	chromosome	linear	11769262	PRJNA747871:OG426_54385	[11764149:11766249](-)	['helix-turn-helix domain-containing protein']	51.691	0.0	99
1725	Tap	NBC_01002	CP108709	['Streptomyces canus']	chromosome	linear	11769262	PRJNA747871:OG426_00010	[3013:5113](+)	['helix-turn-helix domain-containing protein']	51.691	0.0	99
1726	Tap	NBC_00178	CP108143	['Streptomyces sp. NBC 00178']	chromosome	linear	7317043	PRJNA747871:OHT61_00165	[33736:35878](-)	['helix-turn-helix domain-containing protein']	51.144	0.0	99
1727	Tap	NBC_01241	CP108494	['Streptomyces sp. NBC_01241']	chromosome	linear	8856951	PRJNA747871:OG306_01655	[346457:348581](+)	['helix-turn-helix domain-containing protein']	51.081	0.0	98
1728	Tap	NBC_01238	CP130722	['Streptomyces sp. NBC_01238']	chromosome	linear	8632228	PRJNA747871:OG382_36725	[8177359:8179483](-)	['helix-turn-helix transcriptional regulator']	51.081	0.0	98
1729	Tap	NBC_01230	CP108522	['Streptomyces sp. NBC_01230']	chromosome	linear	9518240	PRJNA747871:OG763_05645	[1133599:1135804](-)	['helix-turn-helix domain-containing protein']	51.226	0.0	99
1730	Tap	NBC_00280	CP108059	['Streptomyces sp. NBC 00280']	chromosome	linear	10398828	PRJNA747871:OG960_45980	[10393714:10395805](-)	['helix-turn-helix domain-containing protein']	50.539	0.0	99
1731	Tap	NBC_01299	CP108413	['Streptomyces celluloflavus']	chromosome	linear	9247450	PRJNA747871:OG717_39380	[9221793:9223938](+)	['helix-turn-helix transcriptional regulator']	50.933	0.0	99
1732	Tap	NBC_01299	CP108413	['Streptomyces celluloflavus']	chromosome	linear	9247450	PRJNA747871:OG717_00095	[23512:25657](-)	['helix-turn-helix transcriptional regulator']	50.933	0.0	99
1733	Tap	NBC_01255	CP108475	['Streptomyces sp. NBC_01255']	plasmid	linear	138003	PRJNA747871:OG357_38645	[123936:126066](+)	['helix-turn-helix transcriptional regulator']	51.552	0.0	99
1734	Tap	NBC_00909	CP108769	['Streptomyces goshikiensis']	plasmid	linear	561994	PRJNA747871:OG590_36035	[95405:97730](-)	['helix-turn-helix domain-containing protein']	50.567	0.0	99
1735	Tap	NBC_01562	CP109359	['Streptomyces sp. NBC 01562']	plasmid	linear	94174	PRJNA747871:OG854_57615	[12134:14255](-)	['helix-turn-helix transcriptional regulator']	51.15	0.0	99
1736	Tap	NBC_01352	CP108354	['Streptomyces sp. NBC_01352']	chromosome	linear	11274169	PRJNA747871:OG252_51900	[11253537:11255637](-)	['helix-turn-helix domain-containing protein']	51.286	0.0	99
1737	Tap	NBC_01352	CP108354	['Streptomyces sp. NBC_01352']	chromosome	linear	11274169	PRJNA747871:OG252_00100	[18533:20633](+)	['helix-turn-helix domain-containing protein']	51.286	0.0	99
1738	Tap	NBC_00003	CP108318	['Streptomyces sp. NBC_00003']	chromosome	linear	8698839	PRJNA747871:OG549_00010	[3008:5108](+)	['helix-turn-helix domain-containing protein']	51.286	0.0	99
1739	Tap	NBC_00190	CP108132	['Streptomyces sp. NBC_00190']	plasmid	linear	260073	PRJNA747871:OG429_41270	[254912:257156](+)	['helix-turn-helix domain-containing protein']	52.996	0.0	98
1740	Tap	NBC_00048	CP108267	['Streptomyces sp. NBC 00048']	plasmid	linear	255900	PRJNA747871:OG859_42635	[250738:252982](+)	['helix-turn-helix domain-containing protein']	53.129	0.0	98
1741	Tap	NBC_01747	CP109142	['Streptomyces albidoflavus']	chromosome	linear	7184798	PRJNA747871:OG919_31350	[7179668:7181783](-)	['helix-turn-helix domain-containing protein']	50.88	0.0	99
1742	Tap	NBC_01562	CP109360	['Streptomyces sp. NBC 01562']	plasmid	linear	87595	PRJNA747871:OG854_58410	[63659:65780](+)	['helix-turn-helix domain-containing protein']	51.752	0.0	99
1743	Tap	NBC_01321	CP108388	['Streptomyces sp. NBC_01321']	chromosome	linear	8066451	PRJNA747871:OG772_34605	[7669019:7671143](-)	['helix-turn-helix domain-containing protein']	51.644	0.0	98
1744	Tap	NBC_01108	CP108649	['Streptomyces sp. NBC_01108']	chromosome	linear	8594558	PRJNA747871:OG508_37635	[8326913:8329037](-)	['helix-turn-helix domain-containing protein']	51.644	0.0	98
1745	Tap	NBC_00203	CP108126	['Streptomyces sp. NBC 00203']	chromosome	linear	10799792	PRJNA747871:OG975_00115	[20302:22435](-)	['helix-turn-helix domain-containing protein']	50.88	0.0	99
1746	Tap	NBC_01653	CP109254	['Streptomyces sp. NBC 01653']	chromosome	linear	10339600	PRJNA747871:OH719_04695	[944801:947024](-)	['helix-turn-helix domain-containing protein']	50.514	0.0	99
1747	Tap	NBC_01637	CP109274	['Streptomyces sp. NBC 01637']	chromosome	linear	10339639	PRJNA747871:OG891_42165	[9392627:9394850](+)	['helix-turn-helix domain-containing protein']	50.514	0.0	99
1748	Tap	NBC_01325	CP109051	['Streptomyces subrutilus']	chromosome	linear	7646701	PRJNA747871:OG479_00040	[10372:12460](+)	['helix-turn-helix domain-containing protein']	50.203	0.0	99
1749	Tap	NBC_00723	CP108988	['Streptomyces sp. NBC_00723']	plasmid	linear	413843	PRJNA747871:OG713_44590	[58942:61081](-)	['helix-turn-helix domain-containing protein']	50.066	0.0	100
1750	Tap	NBC_00562	CP107791	['Streptomyces sp. NBC 00562']	chromosome	linear	9892438	PRJNA747871:OHA33_40445	[9026786:9029009](+)	['helix-turn-helix domain-containing protein']	51.369	0.0	99
1751	Tap	NBC_01515	CP109416	['Streptomyces sp. NBC_01515']	chromosome	linear	11325605	PRJNA747871:OG407_50005	[11307469:11309602](-)	['helix-turn-helix domain-containing protein']	51.421	0.0	99
1752	Tap	NBC_01515	CP109416	['Streptomyces sp. NBC_01515']	chromosome	linear	11325605	PRJNA747871:OG407_00040	[16052:18185](+)	['helix-turn-helix domain-containing protein']	51.421	0.0	99
1753	Tap	NBC_00180	CP108140	['Streptomyces sp. NBC_00180']	chromosome	linear	10011928	PRJNA747871:OG477_43375	[9596822:9598943](+)	['helix-turn-helix domain-containing protein']	51.757	0.0	99
1754	Tap	NBC_01614	CP109302	['Streptomyces sp. NBC 01614']	chromosome	linear	11354032	PRJNA747871:OH767_49980	[10974736:10976857](+)	['helix-turn-helix domain-containing protein']	51.757	0.0	99
1755	Tap	NBC_01614	CP109302	['Streptomyces sp. NBC 01614']	chromosome	linear	11354032	PRJNA747871:OH767_01735	[377183:379304](-)	['helix-turn-helix domain-containing protein']	51.757	0.0	99
1756	Tap	NBC_01341	CP108364	['Streptomyces sp. NBC_01341']	chromosome	linear	7411387	PRJNA747871:OG206_00790	[195967:198091](-)	['helix-turn-helix domain-containing protein']	51.752	0.0	99
1757	Tap	NBC_00846	CP108847	['Streptomyces sp. NBC 00846']	plasmid	linear	487309	PRJNA747871:OG936_38600	[274842:276963](-)	['helix-turn-helix domain-containing protein']	51.226	0.0	98
1758	Tap	NBC_00283	CP108058	['Streptomyces goshikiensis']	plasmid	linear	603428	PRJNA747871:OHU17_35730	[121211:123575](-)	['helix-turn-helix domain-containing protein']	49.752	0.0	99
1759	Tap	NBC_00271	CP108070	['Streptomyces sp. NBC 00271']	chromosome	linear	11932113	PRJNA747871:OG798_05520	[1107196:1109332](-)	['helix-turn-helix domain-containing protein']	51.153	0.0	99
1760	Tap	NBC_01714	CP109183	['Streptomyces mirabilis']	chromosome	linear	12275813	PRJNA747871:OIE87_07020	[1439117:1441253](-)	['helix-turn-helix domain-containing protein']	51.153	0.0	99
1761	Tap	NBC_01102	CP108657	['Streptomyces sp. NBC_01102']	plasmid	linear	54464	PRJNA747871:OG596_38875	[2330:4457](-)	['helix-turn-helix domain-containing protein']	51.478	0.0	99
1762	Tap	NBC_00122	CP108192	['Streptomyces sp. NBC_00122']	plasmid	linear	260100	PRJNA747871:OG737_34980	[254939:257183](+)	['helix-turn-helix domain-containing protein']	52.863	0.0	98
1763	Tap	NBC_01602	CP109313	['Streptomyces sp. NBC 01602']	chromosome	linear	9975297	PRJNA747871:OG955_04900	[978992:981215](-)	['helix-turn-helix domain-containing protein']	50.322	0.0	99
1764	Tap	NBC_01178	CP108594	['Streptomyces sp. NBC_01178']	plasmid	linear	62413	PRJNA747871:OG543_30290	[53497:55621](+)	['helix-turn-helix domain-containing protein']	51.827	0.0	99
1765	Tap	NBC_00868	CP108816	['Streptomyces sp. NBC_00868']	plasmid	linear	255949	PRJNA747871:OG239_43365	[2917:5161](-)	['helix-turn-helix domain-containing protein']	52.863	0.0	98
1766	Tap	NBC_00015	CP108307	['Streptomyces sp. NBC_00015']	plasmid	linear	708592	PRJNA747871:OG613_44810	[213878:215984](-)	['helix-turn-helix domain-containing protein']	51.348	0.0	99
1767	Tap	NBC_00286	CP108054	['Streptomyces sp. NBC 00286']	chromosome	linear	9853519	PRJNA747871:OHT21_44595	[9848374:9850474](-)	['helix-turn-helix domain-containing protein']	51.967	0.0	99
1768	Tap	NBC_00286	CP108054	['Streptomyces sp. NBC 00286']	chromosome	linear	9853519	PRJNA747871:OHT21_00010	[3026:5126](+)	['helix-turn-helix domain-containing protein']	51.967	0.0	99
1769	Tap	NBC_00178	CP108144	['Streptomyces sp. NBC 00178']	plasmid	linear	62364	PRJNA747871:OHT61_32200	[10082:12197](-)	['helix-turn-helix domain-containing protein']	51.355	0.0	99
1770	Tap	NBC_01455	CP109477	['Streptomyces sp. NBC_01455']	plasmid	linear	30930	PRJNA747871:OG255_46895	[24582:26724](+)	['helix-turn-helix domain-containing protein']	50.532	0.0	99
1771	Tap	NBC_00514	CP107844	['Streptomyces europaeiscabiei']	chromosome	linear	10588014	PRJNA747871:OG920_46160	[10582874:10584986](-)	['transcriptional regulator']	51.491	0.0	99
1772	Tap	NBC_00514	CP107844	['Streptomyces europaeiscabiei']	chromosome	linear	10588014	PRJNA747871:OG920_00010	[3027:5139](+)	['transcriptional regulator']	51.491	0.0	99
1773	Tap	NBC_00503	CP107856	['Streptomyces sp. NBC_00503']	plasmid	linear	409907	PRJNA747871:OG490_39010	[403236:405507](+)	['helix-turn-helix domain-containing protein']	51.053	0.0	98
1774	Tap	NBC_00147	CP108173	['Streptomyces sp. NBC 00147']	plasmid	linear	155595	PRJNA747871:OG941_51860	[59232:61338](-)	['helix-turn-helix transcriptional regulator']	51.421	0.0	99
1775	Tap	NBC_00450	CP107911	['Streptomyces violaceus']	chromosome	linear	8918193	PRJNA747871:OG542_01140	[248361:250485](-)	['helix-turn-helix domain-containing protein']	51.578	0.0	98
1776	Tap	NBC_01462	CP109470	['Streptomyces sp. NBC_01462']	chromosome	linear	10423316	PRJNA747871:OG445_45365	[10418214:10420314](-)	['helix-turn-helix domain-containing protein']	51.622	0.0	99
1777	Tap	NBC_01462	CP109470	['Streptomyces sp. NBC_01462']	chromosome	linear	10423316	PRJNA747871:OG445_00010	[3007:5107](+)	['helix-turn-helix domain-containing protein']	51.622	0.0	99
1778	Tap	NBC_01191	CP108578	['Streptomyces goshikiensis']	plasmid	linear	572738	PRJNA747871:OG224_36135	[69220:71587](-)	['helix-turn-helix domain-containing protein']	49.69	0.0	99
1779	Tap	NBC_00386	CP107950	['Streptomyces sp. NBC 00386']	chromosome	linear	10193344	PRJNA747871:OG780_44125	[10116464:10118600](+)	['helix-turn-helix domain-containing protein']	50.676	0.0	99
1780	Tap	NBC_00386	CP107950	['Streptomyces sp. NBC 00386']	chromosome	linear	10193344	PRJNA747871:OG780_00315	[74746:76882](-)	['helix-turn-helix domain-containing protein']	50.676	0.0	99
1781	Tap	NBC_00015	CP108307	['Streptomyces sp. NBC_00015']	plasmid	linear	708592	PRJNA747871:OG613_44185	[90941:93038](+)	['helix-turn-helix domain-containing protein']	51.015	0.0	99
1782	Tap	NBC_01643	CP109266	['Streptomyces sp. NBC 01643']	chromosome	linear	10186474	PRJNA747871:OHB03_42170	[9366394:9368617](+)	['helix-turn-helix domain-containing protein']	51.108	0.0	99
1783	Tap	NBC_00972	CP108743	['Streptomyces halstedii']	chromosome	linear	7237177	PRJNA747871:OG291_00085	[15139:17365](-)	['helix-turn-helix domain-containing protein']	50.13	0.0	99
1784	Tap	NBC_00158	CP108163	['Streptomyces sp. NBC_00158']	plasmid	linear	276863	PRJNA747871:OG553_37450	[5873:8123](-)	['helix-turn-helix domain-containing protein']	50.649	0.0	98
1785	Tap	NBC_01281	CP108437	['Streptomyces sp. NBC_01281']	plasmid	linear	112693	PRJNA747871:OG458_42965	[102258:104412](+)	['helix-turn-helix domain-containing protein']	50.397	0.0	99
1786	Tap	NBC_01578	CP109346	['Streptomyces sp. NBC 01578']	chromosome	linear	10106618	PRJNA747871:OH776_41100	[9153066:9155289](+)	['helix-turn-helix domain-containing protein']	51.108	0.0	99
1787	Tap	NBC_00288	CP108052	['Streptomyces virginiae']	chromosome	linear	9182879	PRJNA747871:OG313_37005	[8000746:8002837](-)	['helix-turn-helix domain-containing protein']	50.475	0.0	99
1788	Tap	NBC_00164	CP108153	['Streptomyces virginiae']	chromosome	linear	9183674	PRJNA747871:OG541_05770	[1180419:1182510](+)	['helix-turn-helix domain-containing protein']	50.475	0.0	99
1789	Tap	NBC_00044	CP108275	['Streptomyces zaomyceticus']	plasmid	linear	128486	PRJNA747871:OG468_41810	[2814:4941](-)	['helix-turn-helix domain-containing protein']	51.138	0.0	99
1790	Tap	NBC_00271	CP108071	['Streptomyces sp. NBC 00271']	plasmid	linear	309936	PRJNA747871:OG798_54835	[3385:5485](+)	['helix-turn-helix domain-containing protein']	51.015	0.0	99
1791	Tap	NBC_00057	CP108257	['Streptomyces sp. NBC 00057']	plasmid	linear	270042	PRJNA747871:OG953_43790	[112319:114425](-)	['helix-turn-helix domain-containing protein']	50.676	0.0	99
1792	Tap	NBC_00016	CP108304	['Streptomyces sp. NBC 00016']	chromosome	linear	10227930	PRJNA747871:OG933_45020	[10222277:10224374](-)	['helix-turn-helix domain-containing protein']	50.474	0.0	99
1793	Tap	NBC_00016	CP108304	['Streptomyces sp. NBC 00016']	chromosome	linear	10227930	PRJNA747871:OG933_00015	[3555:5652](+)	['helix-turn-helix domain-containing protein']	50.474	0.0	99
1794	Tap	NBC_00701	CP109003	['Streptomyces virginiae']	chromosome	linear	8776050	PRJNA747871:OG523_35525	[7757391:7759482](-)	['helix-turn-helix domain-containing protein']	50.339	0.0	99
1795	Tap	NBC_00310	CP130714	['Streptomyces sp. NBC_00310']	chromosome	linear	10667068	PRJNA747871:OG202_46340	[10661561:10663679](-)	['helix-turn-helix domain-containing protein']	51.548	0.0	99
1796	Tap	NBC_00310	CP130714	['Streptomyces sp. NBC_00310']	chromosome	linear	10667068	PRJNA747871:OG202_00015	[3389:5507](+)	['helix-turn-helix domain-containing protein']	51.548	0.0	99
1797	Tap	NBC_00104	CP108215	['Streptomyces sp. NBC_00104']	chromosome	linear	10684609	PRJNA747871:OG272_46530	[10679106:10681224](-)	['helix-turn-helix domain-containing protein']	51.548	0.0	99
1798	Tap	NBC_00104	CP108215	['Streptomyces sp. NBC_00104']	chromosome	linear	10684609	PRJNA747871:OG272_00015	[3385:5503](+)	['helix-turn-helix domain-containing protein']	51.548	0.0	99
1799	Tap	NBC_00024	CP108298	['Streptomyces sp. NBC_00024']	chromosome	linear	11459578	PRJNA747871:OG235_50740	[11454072:11456190](-)	['helix-turn-helix domain-containing protein']	51.548	0.0	99
1800	Tap	NBC_00024	CP108298	['Streptomyces sp. NBC_00024']	chromosome	linear	11459578	PRJNA747871:OG235_00015	[3387:5505](+)	['helix-turn-helix domain-containing protein']	51.548	0.0	99
1801	Tap	NBC_00496	CP107865	['Streptomyces sp. NBC_00496']	chromosome	linear	11851102	PRJNA747871:OG561_51220	[11845594:11847712](-)	['helix-turn-helix domain-containing protein']	51.548	0.0	99
1802	Tap	NBC_00496	CP107865	['Streptomyces sp. NBC_00496']	chromosome	linear	11851102	PRJNA747871:OG561_00015	[3389:5507](+)	['helix-turn-helix domain-containing protein']	51.548	0.0	99
1803	Tap	NBC_00487	CP107877	['Streptomyces sp. NBC_00487']	chromosome	linear	10744805	PRJNA747871:OG250_46890	[10739302:10741420](-)	['helix-turn-helix domain-containing protein']	51.548	0.0	99
1804	Tap	NBC_00487	CP107877	['Streptomyces sp. NBC_00487']	chromosome	linear	10744805	PRJNA747871:OG250_00015	[3385:5503](+)	['helix-turn-helix domain-containing protein']	51.548	0.0	99
1805	Tap	NBC_00425	CP107928	['Streptomyces sp. NBC 00425']	chromosome	linear	9805310	PRJNA747871:OHS82_43350	[9798727:9800827](-)	['helix-turn-helix domain-containing protein']	50.338	0.0	99
1806	Tap	NBC_00425	CP107928	['Streptomyces sp. NBC 00425']	chromosome	linear	9805310	PRJNA747871:OHS82_00015	[4484:6584](+)	['helix-turn-helix domain-containing protein']	50.338	0.0	99
1807	Tap	NBC_00497	CP107864	['Streptomyces europaeiscabiei']	plasmid	linear	417349	PRJNA747871:OG545_47390	[3014:5123](+)	['helix-turn-helix domain-containing protein']	50.611	0.0	99
1808	Tap	NBC_00497	CP107863	['Streptomyces europaeiscabiei']	chromosome	linear	10906898	PRJNA747871:OG545_47375	[10901776:10903885](-)	['helix-turn-helix domain-containing protein']	50.611	0.0	99
1809	Tap	NBC_00497	CP107863	['Streptomyces europaeiscabiei']	chromosome	linear	10906898	PRJNA747871:OG545_00010	[3013:5122](+)	['helix-turn-helix domain-containing protein']	50.611	0.0	99
1810	Tap	NBC_00304	CP108034	['Streptomyces sp. NBC 00304']	plasmid	linear	238339	PRJNA747871:OG797_39640	[216560:218705](+)	['helix-turn-helix domain-containing protein']	50.74	0.0	99
1811	Tap	NBC_01581	CP109343	['Streptomyces glauciniger']	chromosome	linear	8817510	PRJNA747871:OH779_36665	[7912764:7914789](+)	['helix-turn-helix domain-containing protein']	61.296	0.0	77
1812	Tap	NBC_01116	CP108644	['Streptomyces sp. NBC_01116']	chromosome	linear	8621271	PRJNA747871:OG245_37270	[8601571:8603686](-)	['helix-turn-helix domain-containing protein']	50.338	0.0	99
1813	Tap	NBC_00634	CP107730	['Streptomyces canus']	chromosome	linear	10733048	PRJNA747871:OHA83_48925	[10723913:10726013](-)	['helix-turn-helix domain-containing protein']	51.286	0.0	99
1814	Tap	NBC_00634	CP107730	['Streptomyces canus']	chromosome	linear	10733048	PRJNA747871:OHA83_00060	[13676:15776](+)	['helix-turn-helix domain-containing protein']	51.286	0.0	99
1815	Tap	NBC_00448	CP107913	['Streptomyces sp. NBC_00448']	chromosome	linear	9648495	PRJNA747871:OG370_40735	[9480133:9482341](+)	['helix-turn-helix domain-containing protein']	54.271	0.0	99
1816	Tap	NBC_00278	CP108063	['Streptomyces zaomyceticus']	plasmid	linear	124550	PRJNA747871:OG988_40095	[2809:4930](-)	['helix-turn-helix domain-containing protein']	50.87	0.0	99
1817	Tap	NBC_00669	CP109018	['Streptomyces sp. NBC 00669']	chromosome	linear	9601491	PRJNA747871:OG896_00575	[146250:148452](-)	['helix-turn-helix domain-containing protein']	53.684	0.0	99
1818	Tap	NBC_00121	CP108194	['Streptomyces sp. NBC 00121']	chromosome	linear	9001604	PRJNA747871:OG830_39080	[8712124:8714302](+)	['helix-turn-helix domain-containing protein']	52.902	0.0	99
1819	Tap	NBC_01760	CP109124	['Streptomyces sp. NBC 01760']	chromosome	linear	9099298	PRJNA747871:OG807_39755	[8807373:8809551](+)	['helix-turn-helix domain-containing protein']	52.902	0.0	99
1820	Tap	NBC_01228	CP108526	['Streptomyces zaomyceticus']	plasmid	linear	123285	PRJNA747871:OG237_44025	[118355:120476](+)	['helix-turn-helix domain-containing protein']	50.87	0.0	99
1821	Tap	NBC_00207	CP130715	['Streptomyces sp. NBC_00207']	chromosome	linear	9446829	PRJNA747871:OG472_01890	[372110:374219](+)	['helix-turn-helix transcriptional regulator']	50.469	0.0	99
1822	Tap	NBC_01746	CP109144	['Streptomyces glauciniger']	chromosome	linear	9513205	PRJNA747871:OIE69_05360	[1215716:1217783](-)	['helix-turn-helix transcriptional regulator']	60.946	0.0	77
1823	Tap	NBC_00342	CP108000	['Streptomyces sp. NBC 00342']	plasmid	linear	238828	PRJNA747871:OHA41_38585	[218599:220732](+)	['helix-turn-helix domain-containing protein']	50.474	0.0	99
1824	Tap	NBC_00324	CP108016	['Streptomyces virginiae']	chromosome	linear	9257388	PRJNA747871:OHV97_42715	[9228550:9230644](+)	['helix-turn-helix domain-containing protein']	49.733	0.0	99
1825	Tap	NBC_00324	CP108016	['Streptomyces virginiae']	chromosome	linear	9257388	PRJNA747871:OHV97_00125	[26750:28844](-)	['helix-turn-helix domain-containing protein']	49.733	0.0	99
1826	Tap	NBC_00200	CP108127	['Streptomyces mirabilis']	chromosome	linear	12198498	PRJNA747871:OG258_49240	[10822619:10824740](+)	['helix-turn-helix transcriptional regulator']	51.075	0.0	99
1827	Tap	NBC_00165	CP108152	['Streptomyces glauciniger']	chromosome	linear	9542804	PRJNA747871:OG539_37880	[8226722:8228789](+)	['helix-turn-helix transcriptional regulator']	60.946	0.0	77
1828	Tap	NBC_00084	CP108232	['Streptomyces zaomyceticus']	plasmid	linear	124532	PRJNA747871:OG358_42945	[119631:121752](+)	['helix-turn-helix domain-containing protein']	50.87	0.0	99
1829	Tap	NBC_00001	CP108322	['Streptomyces canus']	chromosome	linear	10841726	PRJNA747871:OHV08_49600	[10836076:10838170](-)	['helix-turn-helix domain-containing protein']	51.286	0.0	99
1830	Tap	NBC_00001	CP108322	['Streptomyces canus']	chromosome	linear	10841726	PRJNA747871:OHV08_00015	[3515:5609](+)	['helix-turn-helix domain-containing protein']	51.286	0.0	99
1831	Tap	NBC_00123	CP108190	['Streptomyces zaomyceticus']	plasmid	linear	128498	PRJNA747871:OG814_42475	[2812:4933](-)	['helix-turn-helix domain-containing protein']	50.87	0.0	99
1832	Tap	NBC_00088	CP108226	['Streptomyces zaomyceticus']	plasmid	linear	124545	PRJNA747871:OHB11_39770	[2806:4927](-)	['helix-turn-helix domain-containing protein']	50.87	0.0	99
1833	Tap	NBC_01002	CP108709	['Streptomyces canus']	chromosome	linear	11769262	PRJNA747871:OG426_54315	[11749615:11751715](-)	['helix-turn-helix domain-containing protein']	51.832	0.0	99
1834	Tap	NBC_01002	CP108709	['Streptomyces canus']	chromosome	linear	11769262	PRJNA747871:OG426_00080	[17546:19646](+)	['helix-turn-helix domain-containing protein']	51.832	0.0	99
1835	Tap	NBC_00494	CP107866	['Streptomyces europaeiscabiei']	chromosome	linear	11363729	PRJNA747871:OHB32_49710	[11358621:11360721](-)	['helix-turn-helix domain-containing protein']	51.147	0.0	99
1836	Tap	NBC_00494	CP107866	['Streptomyces europaeiscabiei']	chromosome	linear	11363729	PRJNA747871:OHB32_00010	[3008:5108](+)	['helix-turn-helix domain-containing protein']	51.147	0.0	99
1837	Tap	NBC_00277	CP108065	['Streptomyces canus']	chromosome	linear	10691412	PRJNA747871:OHT68_48585	[10686307:10688407](-)	['helix-turn-helix domain-containing protein']	51.696	0.0	99
1838	Tap	NBC_00277	CP108065	['Streptomyces canus']	chromosome	linear	10691412	PRJNA747871:OHT68_00010	[3006:5106](+)	['helix-turn-helix domain-containing protein']	51.696	0.0	99
1839	Tap	NBC_01621	CP109295	['Streptomyces albidoflavus']	plasmid	linear	154783	PRJNA747871:OG950_30745	[3047:5162](+)	['helix-turn-helix domain-containing protein']	50.067	0.0	99
1840	Tap	NBC_01017	CP108683	['Streptomyces sp. NBC_01017']	chromosome	linear	11375640	PRJNA747871:OG331_51700	[11313679:11315803](+)	['helix-turn-helix domain-containing protein']	51.099	0.0	97
1841	Tap	NBC_01017	CP108683	['Streptomyces sp. NBC_01017']	chromosome	linear	11375640	PRJNA747871:OG331_00270	[59836:61960](-)	['helix-turn-helix domain-containing protein']	51.099	0.0	97
1842	Tap	NBC_00207	CP130715	['Streptomyces sp. NBC_00207']	chromosome	linear	9446829	PRJNA747871:OG472_42980	[9313756:9315865](+)	['helix-turn-helix domain-containing protein']	51.552	0.0	99
1843	Tap	NBC_00207	CP130715	['Streptomyces sp. NBC_00207']	chromosome	linear	9446829	PRJNA747871:OG472_00660	[130966:133075](-)	['helix-turn-helix domain-containing protein']	51.552	0.0	99
1844	Tap	NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	linear	9538619	PRJNA747871:OG454_01820	[374035:376144](+)	['helix-turn-helix domain-containing protein']	50.335	0.0	99
1845	Tap	NBC_01218	CP108536	['Streptomyces sp. NBC_01218']	chromosome	linear	7116718	PRJNA747871:OG233_30135	[6998470:7000588](+)	['helix-turn-helix domain-containing protein']	50.201	0.0	99
